           1   2698.09393
           2   3164.27198
           3   2381.78491
           4   488.253274
           5  -1485.03463
           6  -2151.35682
           7  -1591.67973
           8   262.569105
           9   1502.29526
          10   1836.44808
          11   374.853977
          12  -1606.69904
          13  -2445.63453
          14  -2871.15791
          15  -1240.13965
          16   683.131811
